dataset,sample_id,finding,trusted_value,candidate_value
label_flip_05,classification/train/1/train_03938.png,label_changed,1,4
label_flip_05,classification/train/2/train_00037.png,label_changed,2,7
label_flip_05,classification/train/2/train_00418.png,label_changed,2,3
label_flip_05,classification/train/2/train_00498.png,label_changed,2,7
label_flip_05,classification/train/2/train_01499.png,label_changed,2,3
label_flip_05,classification/train/2/train_01827.png,label_changed,2,8
label_flip_05,classification/train/2/train_01855.png,label_changed,2,5
label_flip_05,classification/train/2/train_02074.png,label_changed,2,8
label_flip_05,classification/train/2/train_02546.png,label_changed,2,3
label_flip_05,classification/train/2/train_02579.png,label_changed,2,3
label_flip_05,classification/train/2/train_02869.png,label_changed,2,6
label_flip_05,classification/train/2/train_02982.png,label_changed,2,6
label_flip_05,classification/train/2/train_03274.png,label_changed,2,3
label_flip_05,classification/train/2/train_03719.png,label_changed,2,1
label_flip_05,classification/train/2/train_03791.png,label_changed,2,8
label_flip_05,classification/train/2/train_04050.png,label_changed,2,5
label_flip_05,classification/train/2/train_04410.png,label_changed,2,4
label_flip_05,classification/train/2/train_04452.png,label_changed,2,7
label_flip_05,classification/train/2/train_04939.png,label_changed,2,7
label_flip_05,classification/train/2/train_04971.png,label_changed,2,7
label_flip_05,classification/train/3/train_00505.png,label_changed,3,9
label_flip_05,classification/train/3/train_00777.png,label_changed,3,9
label_flip_05,classification/train/3/train_01063.png,label_changed,3,1
label_flip_05,classification/train/3/train_01154.png,label_changed,3,8
label_flip_05,classification/train/3/train_01160.png,label_changed,3,8
label_flip_05,classification/train/3/train_01173.png,label_changed,3,8
label_flip_05,classification/train/3/train_01200.png,label_changed,3,7
label_flip_05,classification/train/3/train_01707.png,label_changed,3,9
label_flip_05,classification/train/3/train_01709.png,label_changed,3,9
label_flip_05,classification/train/3/train_01774.png,label_changed,3,4
label_flip_05,classification/train/3/train_02344.png,label_changed,3,0
label_flip_05,classification/train/3/train_02435.png,label_changed,3,5
label_flip_05,classification/train/3/train_02998.png,label_changed,3,2
label_flip_05,classification/train/3/train_03277.png,label_changed,3,6
label_flip_05,classification/train/3/train_03922.png,label_changed,3,7
label_flip_05,classification/train/3/train_04309.png,label_changed,3,5
label_flip_05,classification/train/3/train_04463.png,label_changed,3,9
label_flip_05,classification/train/4/train_00486.png,label_changed,4,3
label_flip_05,classification/train/4/train_00703.png,label_changed,4,6
label_flip_05,classification/train/4/train_00737.png,label_changed,4,6
label_flip_05,classification/train/4/train_01086.png,label_changed,4,5
label_flip_05,classification/train/4/train_01207.png,label_changed,4,3
label_flip_05,classification/train/4/train_01570.png,label_changed,4,7
label_flip_05,classification/train/4/train_01697.png,label_changed,4,2
label_flip_05,classification/train/4/train_01708.png,label_changed,4,1
label_flip_05,classification/train/4/train_02072.png,label_changed,4,6
label_flip_05,classification/train/4/train_02116.png,label_changed,4,9
label_flip_05,classification/train/4/train_02185.png,label_changed,4,8
label_flip_05,classification/train/4/train_02457.png,label_changed,4,8
label_flip_05,classification/train/4/train_02920.png,label_changed,4,2
label_flip_05,classification/train/4/train_03689.png,label_changed,4,1
label_flip_05,classification/train/4/train_03955.png,label_changed,4,0
label_flip_05,classification/train/4/train_04355.png,label_changed,4,5
label_flip_05,classification/train/4/train_04520.png,label_changed,4,7
label_flip_05,classification/train/4/train_04619.png,label_changed,4,1
label_flip_05,classification/train/4/train_04741.png,label_changed,4,7
label_flip_05,classification/train/4/train_04769.png,label_changed,4,2
label_flip_05,classification/train/5/train_00156.png,label_changed,5,7
label_flip_05,classification/train/5/train_00215.png,label_changed,5,6
label_flip_05,classification/train/5/train_00220.png,label_changed,5,8
label_flip_05,classification/train/5/train_00383.png,label_changed,5,0
label_flip_05,classification/train/5/train_00618.png,label_changed,5,7
label_flip_05,classification/train/5/train_00987.png,label_changed,5,4
label_flip_05,classification/train/5/train_01015.png,label_changed,5,7
label_flip_05,classification/train/5/train_01370.png,label_changed,5,2
label_flip_05,classification/train/5/train_01396.png,label_changed,5,9
label_flip_05,classification/train/5/train_01410.png,label_changed,5,1
label_flip_05,classification/train/5/train_01580.png,label_changed,5,1
label_flip_05,classification/train/5/train_01835.png,label_changed,5,4
label_flip_05,classification/train/5/train_03196.png,label_changed,5,3
label_flip_05,classification/train/5/train_03664.png,label_changed,5,2
label_flip_05,classification/train/5/train_03915.png,label_changed,5,9
label_flip_05,classification/train/5/train_03976.png,label_changed,5,4
label_flip_05,classification/train/5/train_04001.png,label_changed,5,3
label_flip_05,classification/train/5/train_04338.png,label_changed,5,3
label_flip_05,classification/train/5/train_04424.png,label_changed,5,6
label_flip_05,classification/train/5/train_04562.png,label_changed,5,4
label_flip_05,classification/train/5/train_04959.png,label_changed,5,2
label_flip_05,classification/train/5/train_04989.png,label_changed,5,4
label_flip_05,classification/train/6/train_00003.png,label_changed,6,5
label_flip_05,classification/train/6/train_00092.png,label_changed,6,8
label_flip_05,classification/train/6/train_00294.png,label_changed,6,4
label_flip_05,classification/train/6/train_00844.png,label_changed,6,1
label_flip_05,classification/train/6/train_00845.png,label_changed,6,3
label_flip_05,classification/train/6/train_01433.png,label_changed,6,9
label_flip_05,classification/train/6/train_01518.png,label_changed,6,5
label_flip_05,classification/train/6/train_01670.png,label_changed,6,8
label_flip_05,classification/train/6/train_01784.png,label_changed,6,7
label_flip_05,classification/train/6/train_01865.png,label_changed,6,9
label_flip_05,classification/train/6/train_01901.png,label_changed,6,0
label_flip_05,classification/train/6/train_01979.png,label_changed,6,1
label_flip_05,classification/train/6/train_02117.png,label_changed,6,4
label_flip_05,classification/train/6/train_02139.png,label_changed,6,9
label_flip_05,classification/train/6/train_02198.png,label_changed,6,4
label_flip_05,classification/train/6/train_02409.png,label_changed,6,8
label_flip_05,classification/train/6/train_02843.png,label_changed,6,9
label_flip_05,classification/train/6/train_02974.png,label_changed,6,3
label_flip_05,classification/train/6/train_03000.png,label_changed,6,1
label_flip_05,classification/train/6/train_03067.png,label_changed,6,4
label_flip_05,classification/train/6/train_03388.png,label_changed,6,1
label_flip_05,classification/train/6/train_03623.png,label_changed,6,1
label_flip_05,classification/train/6/train_04282.png,label_changed,6,4
label_flip_05,classification/train/6/train_04392.png,label_changed,6,7
label_flip_05,classification/train/6/train_04415.png,label_changed,6,4
label_flip_05,classification/train/7/train_00172.png,label_changed,7,9
label_flip_05,classification/train/7/train_00268.png,label_changed,7,9
label_flip_05,classification/train/7/train_00295.png,label_changed,7,2
label_flip_05,classification/train/7/train_00353.png,label_changed,7,5
label_flip_05,classification/train/7/train_00447.png,label_changed,7,2
label_flip_05,classification/train/7/train_00470.png,label_changed,7,1
label_flip_05,classification/train/7/train_00841.png,label_changed,7,9
label_flip_05,classification/train/7/train_00978.png,label_changed,7,3
label_flip_05,classification/train/7/train_00981.png,label_changed,7,2
label_flip_05,classification/train/7/train_00996.png,label_changed,7,3
label_flip_05,classification/train/7/train_01111.png,label_changed,7,0
label_flip_05,classification/train/7/train_01295.png,label_changed,7,4
label_flip_05,classification/train/7/train_01388.png,label_changed,7,5
label_flip_05,classification/train/7/train_01587.png,label_changed,7,5
label_flip_05,classification/train/7/train_01815.png,label_changed,7,9
label_flip_05,classification/train/7/train_01860.png,label_changed,7,1
label_flip_05,classification/train/7/train_01942.png,label_changed,7,4
label_flip_05,classification/train/7/train_02255.png,label_changed,7,5
label_flip_05,classification/train/7/train_02308.png,label_changed,7,0
label_flip_05,classification/train/7/train_03836.png,label_changed,7,0
label_flip_05,classification/train/7/train_04235.png,label_changed,7,0
label_flip_05,classification/train/7/train_04494.png,label_changed,7,9
label_flip_05,classification/train/7/train_04673.png,label_changed,7,8
label_flip_05,classification/train/8/train_01253.png,label_changed,8,6
label_flip_05,classification/train/8/train_01546.png,label_changed,8,3
label_flip_05,classification/train/8/train_01851.png,label_changed,8,5
label_flip_05,classification/train/8/train_02580.png,label_changed,8,7
label_flip_05,classification/train/8/train_02888.png,label_changed,8,0
label_flip_05,classification/train/8/train_02960.png,label_changed,8,4
label_flip_05,classification/train/8/train_03098.png,label_changed,8,7
label_flip_05,classification/train/8/train_03114.png,label_changed,8,5
label_flip_05,classification/train/8/train_03790.png,label_changed,8,1
label_flip_05,classification/train/8/train_04035.png,label_changed,8,2
label_flip_05,classification/train/8/train_04249.png,label_changed,8,1
label_flip_05,classification/train/8/train_04638.png,label_changed,8,3
label_flip_05,classification/train/8/train_04677.png,label_changed,8,9
label_flip_05,classification/train/8/train_04874.png,label_changed,8,3
label_flip_05,classification/train/8/train_04929.png,label_changed,8,2
label_flip_05,classification/train/9/train_00261.png,label_changed,9,8
label_flip_05,classification/train/9/train_00488.png,label_changed,9,3
label_flip_05,classification/train/9/train_00791.png,label_changed,9,4
label_flip_05,classification/train/9/train_01049.png,label_changed,9,8
label_flip_05,classification/train/9/train_01185.png,label_changed,9,2
label_flip_05,classification/train/9/train_02167.png,label_changed,9,0
label_flip_05,classification/train/9/train_02474.png,label_changed,9,4
label_flip_05,classification/train/9/train_02618.png,label_changed,9,6
label_flip_05,classification/train/9/train_02722.png,label_changed,9,6
label_flip_05,classification/train/9/train_02803.png,label_changed,9,1
label_flip_05,classification/train/9/train_03261.png,label_changed,9,1
label_flip_05,classification/train/9/train_03264.png,label_changed,9,7
label_flip_05,classification/train/9/train_03471.png,label_changed,9,4
label_flip_05,classification/train/9/train_03507.png,label_changed,9,5
label_flip_05,classification/train/9/train_03772.png,label_changed,9,8
label_flip_05,classification/train/9/train_03925.png,label_changed,9,6
label_flip_05,classification/train/9/train_04148.png,label_changed,9,1
label_flip_05,classification/train/9/train_04205.png,label_changed,9,7
label_flip_05,classification/train/9/train_04607.png,label_changed,9,4
label_flip_10,classification/train/0/train_00071.png,label_changed,0,1
label_flip_10,classification/train/0/train_00081.png,label_changed,0,5
label_flip_10,classification/train/0/train_00391.png,label_changed,0,3
label_flip_10,classification/train/0/train_00487.png,label_changed,0,2
label_flip_10,classification/train/0/train_00708.png,label_changed,0,2
label_flip_10,classification/train/0/train_00719.png,label_changed,0,5
label_flip_10,classification/train/0/train_00779.png,label_changed,0,8
label_flip_10,classification/train/0/train_00998.png,label_changed,0,3
label_flip_10,classification/train/0/train_00999.png,label_changed,0,8
label_flip_10,classification/train/0/train_01237.png,label_changed,0,6
label_flip_10,classification/train/0/train_01332.png,label_changed,0,4
label_flip_10,classification/train/0/train_01451.png,label_changed,0,4
label_flip_10,classification/train/0/train_01564.png,label_changed,0,3
label_flip_10,classification/train/0/train_01608.png,label_changed,0,2
label_flip_10,classification/train/0/train_01754.png,label_changed,0,9
label_flip_10,classification/train/0/train_01884.png,label_changed,0,4
label_flip_10,classification/train/0/train_02040.png,label_changed,0,7
label_flip_10,classification/train/0/train_02079.png,label_changed,0,7
label_flip_10,classification/train/0/train_02132.png,label_changed,0,8
label_flip_10,classification/train/0/train_02281.png,label_changed,0,8
label_flip_10,classification/train/0/train_02345.png,label_changed,0,7
label_flip_10,classification/train/0/train_02449.png,label_changed,0,9
label_flip_10,classification/train/0/train_02496.png,label_changed,0,9
label_flip_10,classification/train/0/train_02719.png,label_changed,0,9
label_flip_10,classification/train/0/train_02817.png,label_changed,0,1
label_flip_10,classification/train/0/train_03184.png,label_changed,0,7
label_flip_10,classification/train/0/train_03436.png,label_changed,0,2
label_flip_10,classification/train/0/train_03479.png,label_changed,0,5
label_flip_10,classification/train/0/train_03822.png,label_changed,0,1
label_flip_10,classification/train/0/train_04013.png,label_changed,0,3
label_flip_10,classification/train/0/train_04215.png,label_changed,0,3
label_flip_10,classification/train/0/train_04270.png,label_changed,0,7
label_flip_10,classification/train/0/train_04295.png,label_changed,0,7
label_flip_10,classification/train/0/train_04345.png,label_changed,0,9
label_flip_10,classification/train/0/train_04389.png,label_changed,0,4
label_flip_10,classification/train/0/train_04448.png,label_changed,0,4
label_flip_10,classification/train/0/train_04643.png,label_changed,0,1
label_flip_10,classification/train/0/train_04833.png,label_changed,0,6
label_flip_10,classification/train/0/train_04945.png,label_changed,0,5
label_flip_10,classification/train/1/train_00024.png,label_changed,1,2
label_flip_10,classification/train/1/train_00102.png,label_changed,1,5
label_flip_10,classification/train/1/train_00335.png,label_changed,1,4
label_flip_10,classification/train/1/train_00489.png,label_changed,1,2
label_flip_10,classification/train/1/train_00496.png,label_changed,1,2
label_flip_10,classification/train/1/train_00664.png,label_changed,1,4
label_flip_10,classification/train/1/train_00681.png,label_changed,1,8
label_flip_10,classification/train/1/train_00785.png,label_changed,1,5
label_flip_10,classification/train/1/train_00800.png,label_changed,1,6
label_flip_10,classification/train/1/train_00856.png,label_changed,1,8
label_flip_10,classification/train/1/train_00898.png,label_changed,1,4
label_flip_10,classification/train/1/train_00929.png,label_changed,1,6
label_flip_10,classification/train/1/train_01061.png,label_changed,1,3
label_flip_10,classification/train/1/train_01500.png,label_changed,1,6
label_flip_10,classification/train/1/train_01520.png,label_changed,1,4
label_flip_10,classification/train/1/train_02265.png,label_changed,1,9
label_flip_10,classification/train/1/train_02540.png,label_changed,1,7
label_flip_10,classification/train/1/train_02729.png,label_changed,1,2
label_flip_10,classification/train/1/train_02826.png,label_changed,1,5
label_flip_10,classification/train/1/train_02962.png,label_changed,1,0
label_flip_10,classification/train/1/train_02965.png,label_changed,1,6
label_flip_10,classification/train/1/train_03099.png,label_changed,1,0
label_flip_10,classification/train/1/train_03176.png,label_changed,1,5
label_flip_10,classification/train/1/train_03375.png,label_changed,1,4
label_flip_10,classification/train/1/train_03386.png,label_changed,1,7
label_flip_10,classification/train/1/train_03474.png,label_changed,1,4
label_flip_10,classification/train/1/train_03545.png,label_changed,1,0
label_flip_10,classification/train/1/train_03834.png,label_changed,1,9
label_flip_10,classification/train/1/train_03868.png,label_changed,1,0
label_flip_10,classification/train/1/train_04076.png,label_changed,1,4
label_flip_10,classification/train/1/train_04308.png,label_changed,1,5
label_flip_10,classification/train/1/train_04347.png,label_changed,1,6
label_flip_10,classification/train/1/train_04530.png,label_changed,1,6
label_flip_10,classification/train/1/train_04551.png,label_changed,1,4
label_flip_10,classification/train/1/train_04773.png,label_changed,1,8
label_flip_10,classification/train/1/train_04857.png,label_changed,1,5
label_flip_10,classification/train/2/train_00142.png,label_changed,2,8
label_flip_10,classification/train/2/train_00245.png,label_changed,2,8
label_flip_10,classification/train/2/train_00400.png,label_changed,2,3
label_flip_10,classification/train/2/train_00429.png,label_changed,2,8
label_flip_10,classification/train/2/train_00439.png,label_changed,2,4
label_flip_10,classification/train/2/train_00627.png,label_changed,2,7
label_flip_10,classification/train/2/train_00750.png,label_changed,2,8
label_flip_10,classification/train/2/train_00920.png,label_changed,2,5
label_flip_10,classification/train/2/train_00932.png,label_changed,2,7
label_flip_10,classification/train/2/train_01053.png,label_changed,2,5
label_flip_10,classification/train/2/train_01143.png,label_changed,2,5
label_flip_10,classification/train/2/train_01304.png,label_changed,2,5
label_flip_10,classification/train/2/train_01320.png,label_changed,2,3
label_flip_10,classification/train/2/train_01611.png,label_changed,2,8
label_flip_10,classification/train/2/train_01794.png,label_changed,2,8
label_flip_10,classification/train/2/train_02035.png,label_changed,2,5
label_flip_10,classification/train/2/train_02077.png,label_changed,2,8
label_flip_10,classification/train/2/train_02106.png,label_changed,2,0
label_flip_10,classification/train/2/train_02129.png,label_changed,2,6
label_flip_10,classification/train/2/train_02133.png,label_changed,2,1
label_flip_10,classification/train/2/train_02208.png,label_changed,2,4
label_flip_10,classification/train/2/train_02279.png,label_changed,2,6
label_flip_10,classification/train/2/train_02292.png,label_changed,2,5
label_flip_10,classification/train/2/train_02500.png,label_changed,2,3
label_flip_10,classification/train/2/train_02784.png,label_changed,2,0
label_flip_10,classification/train/2/train_02975.png,label_changed,2,3
label_flip_10,classification/train/2/train_02981.png,label_changed,2,3
label_flip_10,classification/train/2/train_03118.png,label_changed,2,1
label_flip_10,classification/train/2/train_03274.png,label_changed,2,1
label_flip_10,classification/train/2/train_03421.png,label_changed,2,6
label_flip_10,classification/train/2/train_03511.png,label_changed,2,6
label_flip_10,classification/train/2/train_03534.png,label_changed,2,3
label_flip_10,classification/train/2/train_03536.png,label_changed,2,7
label_flip_10,classification/train/2/train_03674.png,label_changed,2,9
label_flip_10,classification/train/2/train_04023.png,label_changed,2,1
label_flip_10,classification/train/2/train_04171.png,label_changed,2,4
label_flip_10,classification/train/2/train_04267.png,label_changed,2,7
label_flip_10,classification/train/2/train_04314.png,label_changed,2,5
label_flip_10,classification/train/2/train_04452.png,label_changed,2,6
label_flip_10,classification/train/2/train_04455.png,label_changed,2,3
label_flip_10,classification/train/2/train_04477.png,label_changed,2,1
label_flip_10,classification/train/2/train_04609.png,label_changed,2,4
label_flip_10,classification/train/2/train_04739.png,label_changed,2,9
label_flip_10,classification/train/2/train_04755.png,label_changed,2,7
label_flip_10,classification/train/2/train_04897.png,label_changed,2,4
label_flip_10,classification/train/2/train_04941.png,label_changed,2,1
label_flip_10,classification/train/3/train_00129.png,label_changed,3,0
label_flip_10,classification/train/3/train_00191.png,label_changed,3,1
label_flip_10,classification/train/3/train_00455.png,label_changed,3,6
label_flip_10,classification/train/3/train_00665.png,label_changed,3,5
label_flip_10,classification/train/3/train_00670.png,label_changed,3,6
label_flip_10,classification/train/3/train_00783.png,label_changed,3,5
label_flip_10,classification/train/3/train_00902.png,label_changed,3,0
label_flip_10,classification/train/3/train_01050.png,label_changed,3,6
label_flip_10,classification/train/3/train_01105.png,label_changed,3,8
label_flip_10,classification/train/3/train_01329.png,label_changed,3,9
label_flip_10,classification/train/3/train_01374.png,label_changed,3,2
label_flip_10,classification/train/3/train_01633.png,label_changed,3,0
label_flip_10,classification/train/3/train_01685.png,label_changed,3,0
label_flip_10,classification/train/3/train_01744.png,label_changed,3,0
label_flip_10,classification/train/3/train_01774.png,label_changed,3,1
label_flip_10,classification/train/3/train_01882.png,label_changed,3,9
label_flip_10,classification/train/3/train_01924.png,label_changed,3,0
label_flip_10,classification/train/3/train_02174.png,label_changed,3,7
label_flip_10,classification/train/3/train_02186.png,label_changed,3,0
label_flip_10,classification/train/3/train_02205.png,label_changed,3,0
label_flip_10,classification/train/3/train_02349.png,label_changed,3,9
label_flip_10,classification/train/3/train_02726.png,label_changed,3,1
label_flip_10,classification/train/3/train_03172.png,label_changed,3,7
label_flip_10,classification/train/3/train_03211.png,label_changed,3,7
label_flip_10,classification/train/3/train_03461.png,label_changed,3,9
label_flip_10,classification/train/3/train_03626.png,label_changed,3,0
label_flip_10,classification/train/3/train_03715.png,label_changed,3,5
label_flip_10,classification/train/3/train_03867.png,label_changed,3,6
label_flip_10,classification/train/3/train_03897.png,label_changed,3,6
label_flip_10,classification/train/3/train_04075.png,label_changed,3,4
label_flip_10,classification/train/3/train_04327.png,label_changed,3,1
label_flip_10,classification/train/3/train_04463.png,label_changed,3,0
label_flip_10,classification/train/3/train_04481.png,label_changed,3,8
label_flip_10,classification/train/3/train_04579.png,label_changed,3,8
label_flip_10,classification/train/3/train_04900.png,label_changed,3,9
label_flip_10,classification/train/4/train_00196.png,label_changed,4,5
label_flip_10,classification/train/4/train_00201.png,label_changed,4,8
label_flip_10,classification/train/4/train_00237.png,label_changed,4,3
label_flip_10,classification/train/4/train_00293.png,label_changed,4,9
label_flip_10,classification/train/4/train_00362.png,label_changed,4,8
label_flip_10,classification/train/4/train_00382.png,label_changed,4,1
label_flip_10,classification/train/4/train_00394.png,label_changed,4,6
label_flip_10,classification/train/4/train_00556.png,label_changed,4,1
label_flip_10,classification/train/4/train_00710.png,label_changed,4,9
label_flip_10,classification/train/4/train_00797.png,label_changed,4,2
label_flip_10,classification/train/4/train_01286.png,label_changed,4,6
label_flip_10,classification/train/4/train_01395.png,label_changed,4,9
label_flip_10,classification/train/4/train_01575.png,label_changed,4,7
label_flip_10,classification/train/4/train_01750.png,label_changed,4,0
label_flip_10,classification/train/4/train_01930.png,label_changed,4,9
label_flip_10,classification/train/4/train_01952.png,label_changed,4,3
label_flip_10,classification/train/4/train_01959.png,label_changed,4,6
label_flip_10,classification/train/4/train_02046.png,label_changed,4,5
label_flip_10,classification/train/4/train_02125.png,label_changed,4,0
label_flip_10,classification/train/4/train_02178.png,label_changed,4,2
label_flip_10,classification/train/4/train_02338.png,label_changed,4,3
label_flip_10,classification/train/4/train_02632.png,label_changed,4,0
label_flip_10,classification/train/4/train_02689.png,label_changed,4,5
label_flip_10,classification/train/4/train_02734.png,label_changed,4,5
label_flip_10,classification/train/4/train_02737.png,label_changed,4,9
label_flip_10,classification/train/4/train_02782.png,label_changed,4,9
label_flip_10,classification/train/4/train_02853.png,label_changed,4,3
label_flip_10,classification/train/4/train_02854.png,label_changed,4,6
label_flip_10,classification/train/4/train_02894.png,label_changed,4,6
label_flip_10,classification/train/4/train_02923.png,label_changed,4,3
label_flip_10,classification/train/4/train_03054.png,label_changed,4,7
label_flip_10,classification/train/4/train_03137.png,label_changed,4,9
label_flip_10,classification/train/4/train_03422.png,label_changed,4,3
label_flip_10,classification/train/4/train_03740.png,label_changed,4,8
label_flip_10,classification/train/4/train_04149.png,label_changed,4,0
label_flip_10,classification/train/4/train_04164.png,label_changed,4,3
label_flip_10,classification/train/4/train_04201.png,label_changed,4,6
label_flip_10,classification/train/4/train_04212.png,label_changed,4,6
label_flip_10,classification/train/4/train_04578.png,label_changed,4,1
label_flip_10,classification/train/4/train_04587.png,label_changed,4,6
label_flip_10,classification/train/4/train_04733.png,label_changed,4,1
label_flip_10,classification/train/4/train_04853.png,label_changed,4,8
label_flip_10,classification/train/4/train_04947.png,label_changed,4,6
label_flip_10,classification/train/4/train_04970.png,label_changed,4,0
label_flip_10,classification/train/4/train_04994.png,label_changed,4,3
label_flip_10,classification/train/5/train_00008.png,label_changed,5,6
label_flip_10,classification/train/5/train_00122.png,label_changed,5,2
label_flip_10,classification/train/5/train_00270.png,label_changed,5,2
label_flip_10,classification/train/5/train_00535.png,label_changed,5,4
label_flip_10,classification/train/5/train_00618.png,label_changed,5,2
label_flip_10,classification/train/5/train_00691.png,label_changed,5,2
label_flip_10,classification/train/5/train_00709.png,label_changed,5,4
label_flip_10,classification/train/5/train_00823.png,label_changed,5,7
label_flip_10,classification/train/5/train_00834.png,label_changed,5,9
label_flip_10,classification/train/5/train_00866.png,label_changed,5,1
label_flip_10,classification/train/5/train_00878.png,label_changed,5,9
label_flip_10,classification/train/5/train_01082.png,label_changed,5,2
label_flip_10,classification/train/5/train_01094.png,label_changed,5,0
label_flip_10,classification/train/5/train_01401.png,label_changed,5,3
label_flip_10,classification/train/5/train_01406.png,label_changed,5,2
label_flip_10,classification/train/5/train_01460.png,label_changed,5,9
label_flip_10,classification/train/5/train_01472.png,label_changed,5,2
label_flip_10,classification/train/5/train_01547.png,label_changed,5,7
label_flip_10,classification/train/5/train_01565.png,label_changed,5,1
label_flip_10,classification/train/5/train_01907.png,label_changed,5,1
label_flip_10,classification/train/5/train_02006.png,label_changed,5,8
label_flip_10,classification/train/5/train_02058.png,label_changed,5,4
label_flip_10,classification/train/5/train_02065.png,label_changed,5,1
label_flip_10,classification/train/5/train_02109.png,label_changed,5,0
label_flip_10,classification/train/5/train_02112.png,label_changed,5,2
label_flip_10,classification/train/5/train_02415.png,label_changed,5,1
label_flip_10,classification/train/5/train_02464.png,label_changed,5,3
label_flip_10,classification/train/5/train_02553.png,label_changed,5,8
label_flip_10,classification/train/5/train_02555.png,label_changed,5,3
label_flip_10,classification/train/5/train_02699.png,label_changed,5,4
label_flip_10,classification/train/5/train_02751.png,label_changed,5,6
label_flip_10,classification/train/5/train_02823.png,label_changed,5,4
label_flip_10,classification/train/5/train_02922.png,label_changed,5,6
label_flip_10,classification/train/5/train_03185.png,label_changed,5,8
label_flip_10,classification/train/5/train_03254.png,label_changed,5,1
label_flip_10,classification/train/5/train_03260.png,label_changed,5,7
label_flip_10,classification/train/5/train_03301.png,label_changed,5,8
label_flip_10,classification/train/5/train_03584.png,label_changed,5,9
label_flip_10,classification/train/5/train_03870.png,label_changed,5,8
label_flip_10,classification/train/5/train_04018.png,label_changed,5,0
label_flip_10,classification/train/5/train_04059.png,label_changed,5,6
label_flip_10,classification/train/5/train_04211.png,label_changed,5,4
label_flip_10,classification/train/5/train_04436.png,label_changed,5,8
label_flip_10,classification/train/5/train_04637.png,label_changed,5,2
label_flip_10,classification/train/5/train_04963.png,label_changed,5,0
label_flip_10,classification/train/6/train_00003.png,label_changed,6,2
label_flip_10,classification/train/6/train_00015.png,label_changed,6,0
label_flip_10,classification/train/6/train_00057.png,label_changed,6,3
label_flip_10,classification/train/6/train_00128.png,label_changed,6,2
label_flip_10,classification/train/6/train_00147.png,label_changed,6,9
label_flip_10,classification/train/6/train_00549.png,label_changed,6,5
label_flip_10,classification/train/6/train_00605.png,label_changed,6,3
label_flip_10,classification/train/6/train_00625.png,label_changed,6,9
label_flip_10,classification/train/6/train_00632.png,label_changed,6,9
label_flip_10,classification/train/6/train_00743.png,label_changed,6,0
label_flip_10,classification/train/6/train_01217.png,label_changed,6,1
label_flip_10,classification/train/6/train_01417.png,label_changed,6,9
label_flip_10,classification/train/6/train_01670.png,label_changed,6,3
label_flip_10,classification/train/6/train_01773.png,label_changed,6,7
label_flip_10,classification/train/6/train_01806.png,label_changed,6,1
label_flip_10,classification/train/6/train_01993.png,label_changed,6,3
label_flip_10,classification/train/6/train_02816.png,label_changed,6,5
label_flip_10,classification/train/6/train_02821.png,label_changed,6,7
label_flip_10,classification/train/6/train_02843.png,label_changed,6,4
