dataset,sample_id,finding,trusted_value,candidate_value
label_flip_10,classification/train/5/03568.jpg,label_changed,5,3
label_flip_10,classification/train/5/03570.jpg,label_changed,5,1
label_flip_10,classification/train/5/03592.jpg,label_changed,5,4
label_flip_10,classification/train/5/03611.jpg,label_changed,5,4
label_flip_10,classification/train/5/03639.jpg,label_changed,5,4
label_flip_10,classification/train/5/03644.jpg,label_changed,5,0
label_flip_10,classification/train/5/03701.jpg,label_changed,5,1
label_flip_10,classification/train/5/03724.jpg,label_changed,5,1
label_flip_10,classification/train/5/03769.jpg,label_changed,5,4
label_flip_10,classification/train/5/03800.jpg,label_changed,5,4
label_flip_10,classification/train/5/03836.jpg,label_changed,5,0
label_flip_10,classification/train/5/03850.jpg,label_changed,5,1
label_flip_10,classification/train/5/03916.jpg,label_changed,5,3
label_flip_10,classification/train/5/03924.jpg,label_changed,5,1
targeted_0_to_1,classification/train/0/00002.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00011.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00025.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00055.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00081.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00096.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00148.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00159.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00180.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00196.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00267.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00270.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00308.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00366.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00401.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00447.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00501.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00504.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00533.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00549.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00553.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00662.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00693.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00699.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00700.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00783.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00786.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00816.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00851.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00854.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00862.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00867.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00877.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00918.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00954.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00963.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/00986.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/01062.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/01090.jpg,label_changed,0,1
targeted_0_to_1,classification/train/0/01098.jpg,label_changed,0,1
